hwidmatch,manufacturer,md5,model,url,chrome_version
BUGZZY,Samsung,ecaa8a2fb9a27aa7432a4335b43e1ee6,Galaxy Chromebook 2 360,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
SASUKE,Samsung,ecaa8a2fb9a27aa7432a4335b43e1ee6,Galaxy Chromebook Go,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
SASUKETTE-QACT,Samsung,ecaa8a2fb9a27aa7432a4335b43e1ee6,Galaxy Chromebook Go 11,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PIRIKA-XAJY,ESI,ecaa8a2fb9a27aa7432a4335b43e1ee6,Gateway Chromebook 14,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PASARA-TZNR,ESI,ecaa8a2fb9a27aa7432a4335b43e1ee6,Gateway Chromebook 15,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
DRAWLAT-EKWL,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Chromebook 11 G9 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
DRAWMAN-RHDN,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Chromebook 14 G7,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
LANTIS-MEXL,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Chromebook 14a-na1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
DRAWCIA-CFUL,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Chromebook x360 11 G4 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
LANDIA-DSQH,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Chromebook x360 14a-ca1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
LANDRID-ZMHB,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Chromebook15a-na0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
DRAWPER-OIXD,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Fortis 14 G10 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
DRAWCIA-JZWV,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,HP Fortis x360 11 G3 J Chromebook / HP Fortis x360 11 G3 J Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
KRACKO360-LGAB,LGE,ecaa8a2fb9a27aa7432a4335b43e1ee6,LG Chromebook 11TC50Q/11TQ50Q,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
BOOKEM-LPEW,Lenovo,ecaa8a2fb9a27aa7432a4335b43e1ee6,Lenovo 100e Chromebook Gen 3 (Intel),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
BLIPPER-SBBR,Lenovo,ecaa8a2fb9a27aa7432a4335b43e1ee6,Lenovo 3i-15 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
BOTEN-YGHA,Lenovo,ecaa8a2fb9a27aa7432a4335b43e1ee6,Lenovo 500e Chromebook Gen 3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
BEETLEY,Lenovo,ecaa8a2fb9a27aa7432a4335b43e1ee6,"Lenovo Flex 3i Chromebook 15 IdeaPad Flex 3i Chromebook (15, 7)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
BOTENFLEX,Lenovo,ecaa8a2fb9a27aa7432a4335b43e1ee6,"Lenovo Flex 3i-11 Chromebook / IdeaPad Flex 3i Chromebook (11"", 6)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
METAKNIGHT-GNDV,NEC,ecaa8a2fb9a27aa7432a4335b43e1ee6,NEC Chromebook Y3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGNETO-SGGB,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,Packard Bell Chromebook 314,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGNETO-SGGB,Packard Bell,ecaa8a2fb9a27aa7432a4335b43e1ee6,"Packard Bell Chromebook 314(PCB314-2 , PCB314-2T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PIRETTE-NGVJ,PT Supertone,ecaa8a2fb9a27aa7432a4335b43e1ee6,SPC Chromebook Z1 Mini,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PIRETTE-UBKE,Zyrex,ecaa8a2fb9a27aa7432a4335b43e1ee6,Zyrex Chromebook M432-2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
KRACKO-RVAR,Zyrex,ecaa8a2fb9a27aa7432a4335b43e1ee6,Zyrex Chromebook M432-64/Zyrex Chromebook M432-11,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
DRALLION,Dell,f6052630b31acae2a8629e5d186be9e2,Dell Latitude 7410 Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_drallion_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.332
DRALLION360,Dell,f6052630b31acae2a8629e5d186be9e2,Dell Latitude 7410 Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_drallion_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.332
EDGAR,Acer,3cee6694b6ab199dc16792f371dd5922,Acer Chromebook 14 (CB3-431),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14695.107.0_edgar_recovery_stable-channel_mp-v2.bin.zip,102.0.5005.125
ELM,Acer,50a330e3681748e7a4a4e0e4590fc3e9,Acer Chromebook R13 (CB5-312T),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_elm_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.332
EVE,Google,6b369f58db8beeb6538e7e2bf7a173d4,Google Pixelbook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_eve_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.332
JAX,AOpen,309805c6d559f40d9aa1bd5f6d2c8a22,AOpen Chromebox Commercial 2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
TEEMO,Asus,309805c6d559f40d9aa1bd5f6d2c8a22,ASUS Chromebox 3 (CN65),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
SION,Acer,309805c6d559f40d9aa1bd5f6d2c8a22,Acer Chromebox CXI3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
WUKONG,CTL,309805c6d559f40d9aa1bd5f6d2c8a22,CTL Chromebox CBx1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
KENCH,HP,309805c6d559f40d9aa1bd5f6d2c8a22,HP Chromebox G2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
JAX,Newline,309805c6d559f40d9aa1bd5f6d2c8a22,Newline Chromebox A10,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
WUKONG,Quanta CL,309805c6d559f40d9aa1bd5f6d2c8a22,OWG,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
WUKONG,Promethean,309805c6d559f40d9aa1bd5f6d2c8a22,Promethean Chromebox,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
WUKONG,SMART,309805c6d559f40d9aa1bd5f6d2c8a22,SMART Chromebox G3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
WUKONG,Viewsonic,309805c6d559f40d9aa1bd5f6d2c8a22,ViewSonic NMP660 Chromebox,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_fizz_recovery_stable-channel_mp-v14.bin.zip,114.0.5735.332
TREEYA,Lenovo,2b9e43534733121b8417d85fe933ff16,100e Gen 2 AST,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
KASUMI,Acer,2b9e43534733121b8417d85fe933ff16,Acer Chromebook 311 (C721),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
ALEENA,Acer,2b9e43534733121b8417d85fe933ff16,Acer Chromebook 315 (CB315-2H),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
KASUMI360,Acer,2b9e43534733121b8417d85fe933ff16,Acer Chromebook Spin 311 (R721T),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
CAREENA,HP,2b9e43534733121b8417d85fe933ff16,Chromebook 14-db0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
Duplicate of BARLA,HP,2b9e43534733121b8417d85fe933ff16,HP Chromebook 11A G6 EE / HP Chromebook 11A G8 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
BARLA,HP,2b9e43534733121b8417d85fe933ff16,HP Chromebook 11A G6 EE/ HP Chromebook 11A G8 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
TREEYA-QCDF,Lenovo,2b9e43534733121b8417d85fe933ff16,"IdeaPad 3 Chromebook (11"", 5)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
LIARA,Lenovo,2b9e43534733121b8417d85fe933ff16,"Lenovo 14e Chromebook, Lenovo Chromebook S345-14",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
TREEYA360,Lenovo,2b9e43534733121b8417d85fe933ff16,Lenovo 300e Gen 2 AST,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
TREEYA360-TZIV,NEC,2b9e43534733121b8417d85fe933ff16,NEC Chromebook Y1 Gen2A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_grunt_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
DEWATT,Acer,a97d0b6f4cb581bc1e399285548bc571,"Acer Chromebook Spin 514 [CP514-3H, CP514-3HH, CP514-3WH]",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_guybrush_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
NIPPERKIN-HBOM,HP,a97d0b6f4cb581bc1e399285548bc571,HP Elite c645 G2 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_guybrush_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
HANA,Asus,63403467fb9bc77c2eba1b39dc8bfc00,ASUS Chromebook C202XA / C203XA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Lenovo,63403467fb9bc77c2eba1b39dc8bfc00,Lenovo 100e Chromebook 2nd Gen MTK,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Lenovo,63403467fb9bc77c2eba1b39dc8bfc00,Lenovo 300e Chromebook 2nd Gen MTK,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Lenovo,63403467fb9bc77c2eba1b39dc8bfc00,Lenovo 300e/N23 Yoga/Flex 11 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Lenovo,63403467fb9bc77c2eba1b39dc8bfc00,Lenovo Ideapad C330 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Lenovo,63403467fb9bc77c2eba1b39dc8bfc00,Lenovo Ideapad S330 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Poin2,63403467fb9bc77c2eba1b39dc8bfc00,Poin2 Chromebook 11C,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Poin2,63403467fb9bc77c2eba1b39dc8bfc00,Poin2 Chromebook 14,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HANA,Prowise,63403467fb9bc77c2eba1b39dc8bfc00,Prowise Chromebook Eduline / Prowise Chromebook Eduline 360,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hana_recovery_stable-channel_mp-v8.bin.zip,114.0.5735.332
HELIOS,Asus,9105001967ce1dc0b0465ca222b3922f,ASUS Chromebook Flip C436FA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
KINDRED,Acer,9105001967ce1dc0b0465ca222b3922f,Acer Chromebook 712 [C871],https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
KLED,Acer,9105001967ce1dc0b0465ca222b3922f,Acer Chromebook Spin 713 (CP713-2W),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
JINLON-YTGY,HP,9105001967ce1dc0b0465ca222b3922f,Chromebook x360 13c-ca0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
DRAGONAIR,HP,9105001967ce1dc0b0465ca222b3922f,Chromebook x360 14c-ca0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
DRATINI,HP,9105001967ce1dc0b0465ca222b3922f,HP Pro c640 Chromebook/HP Pro c640 Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
AKEMI-AOKF,Lenovo,9105001967ce1dc0b0465ca222b3922f,"IdeaPad Flex 5i Chromebook (13"", 5)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
KOHAKU,Samsung,9105001967ce1dc0b0465ca222b3922f,Samsung Galaxy Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
NIGHTFURY,Samsung,9105001967ce1dc0b0465ca222b3922f,Samsung Galaxy Chromebook 2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_hatch_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
DAMU,Asus,e1c3aa24506df865e5ddda4964a47009,ASUS Chromebook Flip CM3200FVA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
COZMO,Acer,e1c3aa24506df865e5ddda4964a47009,Acer Chromebook  314 (CB314-2H/CB314-2HT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
WILLOW-TFIY,Acer,e1c3aa24506df865e5ddda4964a47009,Acer Chromebook 311 (C722/C722T),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
KENZO-IGRW,Acer,e1c3aa24506df865e5ddda4964a47009,Acer Chromebook 311 (CB311-11H/CB311-11HT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
JUNIPER-HVPU,Acer,e1c3aa24506df865e5ddda4964a47009,Acer Chromebook Spin 311 (CP311-3H),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
PICO-EXEM,Acer,e1c3aa24506df865e5ddda4964a47009,Acer Chromebook Spin 311 - R722T,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
ESCHE,HP,e1c3aa24506df865e5ddda4964a47009,HP Chromebook 11MK G9 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
KAPPA-YFVF,HP,e1c3aa24506df865e5ddda4964a47009,HP Chromebook 11a na0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
KAPPA-EWFK,HP,e1c3aa24506df865e5ddda4964a47009,HP Chromebook 11a-ne0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
BURNET,HP,e1c3aa24506df865e5ddda4964a47009,HP Chromebook x360 11MK G3 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
FENNEL14,Lenovo,e1c3aa24506df865e5ddda4964a47009,IdeaPad 3 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
FENNEL,Lenovo,e1c3aa24506df865e5ddda4964a47009,IdeaPad Flex 3 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
MAKOMO-UTTX,Lenovo,e1c3aa24506df865e5ddda4964a47009,Lenovo 100e Gen 2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,114.0.5735.332
KARMA,Acer,92da0b046d33c0ce2c545a413df1099c,Acer Chromebase CA24I2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_kalista_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.332
KEFKA,Dell,0a24c29ec22635a3b572bd11210ced18,Dell Chromebook 11 (3180),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14695.107.0_kefka_recovery_stable-channel_mp.bin.zip,102.0.5005.125
KEFKA,Dell,0a24c29ec22635a3b572bd11210ced18,Dell Chromebook 11 2-in-1 (3189),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14695.107.0_kefka_recovery_stable-channel_mp.bin.zip,102.0.5005.125
KEVIN,Samsung,9b03a571c62da69a5bb022ed01553196,Samsung Chromebook Plus,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_kevin_recovery_stable-channel_mp.bin.zip,108.0.5359.219
KAKADU-WFIQ,Asus,725532d0e9b31c62acaea3856029f95e,ASUS Chromebook Detachable CM3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_kukui_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
KATSU,Asus,725532d0e9b31c62acaea3856029f95e,ASUS Chromebook Detachable CZ1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_kukui_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
KODAMA,Lenovo,725532d0e9b31c62acaea3856029f95e,Lenovo 10e Chromebook Tablet,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_kukui_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
KRANE-ZDKS,Lenovo,725532d0e9b31c62acaea3856029f95e,Lenovo Chromebook Duet / Lenovo Ideapad Duet Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_kukui_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
LARS,Acer,e6e23c83157f6a1c64419ee8996eda0c,"Acer Chromebook 11 (C771, C771T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_lars_recovery_stable-channel_mp.bin.zip,108.0.5359.219
LARS,Acer,e6e23c83157f6a1c64419ee8996eda0c,Acer Chromebook 14 for Work (CP5-471),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_lars_recovery_stable-channel_mp.bin.zip,108.0.5359.219
AKALI,Acer,bb7bf298b0113823afb88725f498a995,Acer Chromebook 13 (CB713-1W),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
EKKO,Acer,bb7bf298b0113823afb88725f498a995,Acer Chromebook 714 (CB714-1W / CB714-1WT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
BARD,Acer,bb7bf298b0113823afb88725f498a995,Acer Chromebook 715 (CB715-1W / CB715-1WT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
AKALI360,Acer,bb7bf298b0113823afb88725f498a995,Acer Chromebook Spin 13 (CP713-1WN),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
SYNDRA,HP,bb7bf298b0113823afb88725f498a995,Chromebook 15-de0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
VAYNE,Dell,bb7bf298b0113823afb88725f498a995,Dell Inspiron Chromebook 14 2-in-1 (7486),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
SONA,HP,bb7bf298b0113823afb88725f498a995,HP Chromebook x360 14,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
PANTHEON,Lenovo,bb7bf298b0113823afb88725f498a995,Lenovo C340-15 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
PANTHEON,Lenovo,bb7bf298b0113823afb88725f498a995,Lenovo Yoga C630 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nami_recovery_stable-channel_mp-v6.bin.zip,114.0.5735.332
NAUTILUS,Samsung,a4c6fa6c97e13315392a6571e3c6e0db,Samsung Chromebook Plus (LTE),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nautilus_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.332
NAUTILUS,Samsung,a4c6fa6c97e13315392a6571e3c6e0db,Samsung Chromebook Plus (V2),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_nautilus_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.332
CRAASKVIN-HOWA,Acer,8a6ced16f02992321f475ba0b48bc811,"Acer Chromebook 511( C736, C736T, C736L, C736LT )",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_nissa_recovery_stable-channel_mp-v2.bin.zip,108.0.5359.219
