hwidmatch,manufacturer,md5,model,url,chrome_version
ORBATRIX,Dell,70fb3269de9076dc52e0f89eb7888ea2,Dell Chromebook 3400,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,Evercoss,70fb3269de9076dc52e0f89eb7888ea2,EVERCOSS Chromebook CB1/CB1A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,Evercoss,70fb3269de9076dc52e0f89eb7888ea2,EVERCOSS Chromebook CB1A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,GSA,70fb3269de9076dc52e0f89eb7888ea2,Edxis Chromebook 11 (S20-C),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,GSA,70fb3269de9076dc52e0f89eb7888ea2,Edxis Chromebook 11 (S20-X),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
MIMROCK,HP,70fb3269de9076dc52e0f89eb7888ea2,HP Chromebook 11 G7 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
BLOOGLET,HP,70fb3269de9076dc52e0f89eb7888ea2,HP Chromebook 14a-na0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
MEEP,HP,70fb3269de9076dc52e0f89eb7888ea2,HP Chromebook x360 11 G2 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
LASER14,Lenovo,70fb3269de9076dc52e0f89eb7888ea2,IdeaPad 3 CB 14IGL05,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
PHASER360,Lenovo,70fb3269de9076dc52e0f89eb7888ea2,IdeaPad Flex 3 CB 11IGL05,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
LICK,Lenovo,70fb3269de9076dc52e0f89eb7888ea2,Ideapad 3 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,SNS,70fb3269de9076dc52e0f89eb7888ea2,JOI Chromebook C100,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,SNS,70fb3269de9076dc52e0f89eb7888ea2,JOI Chromebook C100,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
PHASER,Lenovo,70fb3269de9076dc52e0f89eb7888ea2,Lenovo 100e Chromebook 2nd Gen,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
PHASER360,Lenovo,70fb3269de9076dc52e0f89eb7888ea2,Lenovo 300e/500e Chromebook 2nd Gen,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
PHASER360,Lenovo,70fb3269de9076dc52e0f89eb7888ea2,Lenovo Chromebook C340-11/300e/500e Chromebook 2nd Gen,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
LASER14,Lenovo,70fb3269de9076dc52e0f89eb7888ea2,Lenovo Chromebook S340-14 and Lenovo Chromebook S340-14 Touch,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,Multilaser,70fb3269de9076dc52e0f89eb7888ea2,Multilaser Chromebook M11C-PC914,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,Multilaser,70fb3269de9076dc52e0f89eb7888ea2,Multilaser Chromebook M11HC-PC915,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
PHASER360,NEC,70fb3269de9076dc52e0f89eb7888ea2,NEC Chromebook Y1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
PHASER360,NEC,70fb3269de9076dc52e0f89eb7888ea2,NEC Chromebook Y1 Gen 2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
DOOD,NEC,70fb3269de9076dc52e0f89eb7888ea2,NEC Chromebook Y2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
DROID,Packard Bell,70fb3269de9076dc52e0f89eb7888ea2,Packard Bell Chromebook 314 (PCB314),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,Pixart,70fb3269de9076dc52e0f89eb7888ea2,Pixart Rxart Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,Pixart,70fb3269de9076dc52e0f89eb7888ea2,Pixart Rxart Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,Poin2,70fb3269de9076dc52e0f89eb7888ea2,Poin2 Chromebook 11A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,Poin2,70fb3269de9076dc52e0f89eb7888ea2,Poin2 Chromebook 11A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
FOOB,Poin2,70fb3269de9076dc52e0f89eb7888ea2,Poin2 Chromebook 11P,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
FOOB360,Poin2,70fb3269de9076dc52e0f89eb7888ea2,Poin2 Chromebook 11P,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,Positivo,70fb3269de9076dc52e0f89eb7888ea2,Positivo Chromebook N2210,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,Positivo,70fb3269de9076dc52e0f89eb7888ea2,Positivo Chromebook N2212,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,PT Supertone,70fb3269de9076dc52e0f89eb7888ea2,SPC Chromebook X1 Mini,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,PT Supertone,70fb3269de9076dc52e0f89eb7888ea2,SPC Chromebook X1 Mini,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
BLUEBIRD,Samsung,70fb3269de9076dc52e0f89eb7888ea2,Samsung Chromebook 4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
CASTA,Samsung,70fb3269de9076dc52e0f89eb7888ea2,Samsung Chromebook 4+,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,Sector 5,70fb3269de9076dc52e0f89eb7888ea2,Sector 5 E4 LTE Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,WS Uniforms,70fb3269de9076dc52e0f89eb7888ea2,WS Chromebook A101,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,WS Uniforms,70fb3269de9076dc52e0f89eb7888ea2,WS Chromebook A101,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,OLPC,70fb3269de9076dc52e0f89eb7888ea2,XO Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG360,Zyrex,70fb3269de9076dc52e0f89eb7888ea2,Zyrex Chromebook 360,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
GARG,Zyrex,70fb3269de9076dc52e0f89eb7888ea2,Zyrex Chromebook M432-1/M432-128/Zyrex Chromebook 360-1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_octopus_recovery_stable-channel_mp-v32.bin.zip,114.0.5735.339
DUFFY,Asus,78ca1af9ad7a5b7b6c1265426e9e94be,ASUS Chromebox 4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
FAFFY,Asus,78ca1af9ad7a5b7b6c1265426e9e94be,ASUS Fanless Chromebox,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
KAISA,Acer,78ca1af9ad7a5b7b6c1265426e9e94be,Acer Chromebox CXI4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
WYVERN-JLOF,CTL,78ca1af9ad7a5b7b6c1265426e9e94be,CTL Chromebox CBx2/Enterprise CBx2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
DOOLY-SBGV,HP,78ca1af9ad7a5b7b6c1265426e9e94be,HP Chromebase 21.5 inch All-in-One Desktop,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
NOIBAT,HP,78ca1af9ad7a5b7b6c1265426e9e94be,HP Chromebox G3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
WYVERN-JOTV,Promethean,78ca1af9ad7a5b7b6c1265426e9e94be,Promethean Chromebox 2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
WYVERN-JRVR,Viewsonic,78ca1af9ad7a5b7b6c1265426e9e94be,ViewSonic NMP760 Chromebox,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
WYVERN-HOIZ,Google ChromeOS,78ca1af9ad7a5b7b6c1265426e9e94be,Wyvern MobLab,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_puff_recovery_stable-channel_mp-v12.bin.zip,114.0.5735.339
PYRO,Lenovo,0d1554cf887b60879bc08a16e16bd269,Lenovo ThinkPad 11e 4th Gen Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_pyro_recovery_stable-channel_mp-v2.bin.zip,114.0.5735.339
LEONA,Asus,939556b3d072605d6d45d059ee2bb6fd,ASUS Chromebook C425,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_rammus_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.339
SHYVANA,Asus,939556b3d072605d6d45d059ee2bb6fd,ASUS Chromebook Flip C433,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_rammus_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.339
SHYVANA,Asus,939556b3d072605d6d45d059ee2bb6fd,ASUS Chromebook Flip C434,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_rammus_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.339
REEF,Asus,eda0b19de9bd2fb335492055653e6fc4,ASUS Chromebook Flip C213,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_reef_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.339
REEF,Acer,eda0b19de9bd2fb335492055653e6fc4,Acer Chromebook Spin 11 (R751T / CP511),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_reef_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.339
REKS,Lenovo,4ae9076184c2601f6e70249c995bfaad,Lenovo N22 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_reks_recovery_stable-channel_mp-v4.bin.zip,96.0.4664.215
REKS,Lenovo,4ae9076184c2601f6e70249c995bfaad,Lenovo N23 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_reks_recovery_stable-channel_mp-v4.bin.zip,96.0.4664.215
REKS,Lenovo,4ae9076184c2601f6e70249c995bfaad,Lenovo N23 Chromebook (Touch),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_reks_recovery_stable-channel_mp-v4.bin.zip,96.0.4664.215
REKS,Lenovo,4ae9076184c2601f6e70249c995bfaad,Lenovo N42 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_reks_recovery_stable-channel_mp-v4.bin.zip,96.0.4664.215
RELM,Acer,8b241f2267a01651f4b85b32cc21657c,"Acer Chromebook 11 N7 (C731, C731T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
RELM,CTL,8b241f2267a01651f4b85b32cc21657c,CTL NL61 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
RELM,CDI,8b241f2267a01651f4b85b32cc21657c,EduGear Chromebook R,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
RELM,Edxis,8b241f2267a01651f4b85b32cc21657c,Edxis Education Chromebook (NL6D),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
RELM,HP,8b241f2267a01651f4b85b32cc21657c,HP Chromebook 11 G5 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
RELM,Mercer/Mustek,8b241f2267a01651f4b85b32cc21657c,Mecer V2 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
RELM,Quanta CL,8b241f2267a01651f4b85b32cc21657c,N/A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
RELM,Positivo,8b241f2267a01651f4b85b32cc21657c,Positivo Chromebook C216B,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_relm_recovery_stable-channel_mp-v8.bin.zip,96.0.4664.215
SAND,Acer,137fc7631610adfbc30ebf51821cbc43,"Acer Chromebook 15 (CB515-1H, CB515-1HT)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_sand_recovery_stable-channel_mp-v2.bin.zip,114.0.5735.339
ARCADA,Dell,bd20b892e79b7223dcf2e22adaa70c05,Dell Latitude 5300 2-in-1 Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_sarien_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.339
SARIEN,Dell,bd20b892e79b7223dcf2e22adaa70c05,Dell Latitude 5400 Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_sarien_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.339
DRUWL,AOpen,7c26b8d44cae892509abca7d712ae27e,AOpen Chromebook Commercial Tab,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.102.0_scarlet_recovery_stable-channel_mp-v8.bin.zip,108.0.5359.239
DUMO,Asus,7c26b8d44cae892509abca7d712ae27e,ASUS Chromebook Tablet CT100,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.102.0_scarlet_recovery_stable-channel_mp-v8.bin.zip,108.0.5359.239
SCARLET,Acer,7c26b8d44cae892509abca7d712ae27e,Acer Chromebook Tab 10,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.102.0_scarlet_recovery_stable-channel_mp-v8.bin.zip,108.0.5359.239
DRUWL,CTL,7c26b8d44cae892509abca7d712ae27e,CTL Chromebook Tablet Tx1 for Education,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.102.0_scarlet_recovery_stable-channel_mp-v8.bin.zip,108.0.5359.239
DRUWL,Quanta CL,7c26b8d44cae892509abca7d712ae27e,druwl,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.102.0_scarlet_recovery_stable-channel_mp-v8.bin.zip,108.0.5359.239
SENTRY,Lenovo,293e3a05b2672e7b9f8d54bcae7fd054,Lenovo ThinkPad 13,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.95.0_sentry_recovery_stable-channel_mp-v2.bin.zip,108.0.5359.232
SETZER,HP,1a0cc793bf55236cd0658b2a3d7d5b3a,Chromebook 11-v0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_setzer_recovery_stable-channel_mp.bin.zip,96.0.4664.215
FROSTFLOW-INHJ,Asus,10a6106abbfc5dd8e2bb3a197cfbb9a3,ASUS Chromebook CM34 Flip,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.74.0_skyrim_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.337
WHITERUN-WPKT,Dell,b67bb0c72569af3cdf8bb64d57a8c7d8,Dell Latitude 3445 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_skyrim_recovery_stable-channel_mp-v3.bin.zip,114.0.5735.339
SNAPPY,HP,68b3d07b80cab08cfe42d2fff3febd46,Chromebook 11-ae0 / Chromebook 11-ae1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_snappy_recovery_stable-channel_mp-v2.bin.zip,114.0.5735.339
SNAPPY,HP,68b3d07b80cab08cfe42d2fff3febd46,Chromebook 14-ca1 / Chromebook 14-ca0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_snappy_recovery_stable-channel_mp-v2.bin.zip,114.0.5735.339
SNAPPY,HP,68b3d07b80cab08cfe42d2fff3febd46,HP Chromebook 11 G6 EE / Chromebook 11a,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_snappy_recovery_stable-channel_mp-v2.bin.zip,114.0.5735.339
SORAKA,HP,4c495bcc104e2132636a453034e74661,Chromebook x2 12-f0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_soraka_recovery_stable-channel_mp-v2.bin.zip,114.0.5735.339
QUACKINGSTICK,Acer,cebbe7afd52e60389d924b4abf479949,Acer Chromebook Tab 510 / Enterprise Tab 510,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_strongbad_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.339
COACHZ,HP,cebbe7afd52e60389d924b4abf479949,Chromebook x2 11-da0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_strongbad_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.339
WORMDINGLER-JQAO,Lenovo,cebbe7afd52e60389d924b4abf479949,Lenovo Chromebook Duet 3 / IdeaPad Duet 3 Chromebook / Lenovo Duet Chromebook Education Edition,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_strongbad_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.339
HOMESTAR-MBLE,Lenovo,cebbe7afd52e60389d924b4abf479949,Lenovo Chromebook Duet 5 / IdeaPad Duet 5 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_strongbad_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.339
TERRA,Asus,6642db41e54bc6478ad449cdefea230f,ASUS Chromebook C202SA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_terra_recovery_stable-channel_mp-v2.bin.zip,96.0.4664.215
TERRA,Asus,6642db41e54bc6478ad449cdefea230f,ASUS Chromebook C300SA / C301SA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_terra_recovery_stable-channel_mp-v2.bin.zip,96.0.4664.215
LIMOZEEN,Acer,86cec89b7a9a104499b13b16f699f68c,Acer Chromebook 511 (C741L/C741LT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_trogdor_recovery_stable-channel_mp-v10.bin.zip,114.0.5735.339
LAZOR,Acer,86cec89b7a9a104499b13b16f699f68c,"Acer Chromebook Spin 513, CP513-1H/1HL, R841T/LT",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_trogdor_recovery_stable-channel_mp-v10.bin.zip,114.0.5735.339
POMPOM-MZVS,Sharp,86cec89b7a9a104499b13b16f699f68c,Dynabook Chromebook C1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_trogdor_recovery_stable-channel_mp-v10.bin.zip,114.0.5735.339
KINGOFTOWN-KDDA,HP,86cec89b7a9a104499b13b16f699f68c,HP Fortis 11 G9 Q Chromebook/Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_trogdor_recovery_stable-channel_mp-v10.bin.zip,114.0.5735.339
PAZQUEL-HGNV,TSM,86cec89b7a9a104499b13b16f699f68c,Libera-Merdeka Chromebook C100/C110/C120/C150,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_trogdor_recovery_stable-channel_mp-v10.bin.zip,114.0.5735.339
PAZQUEL-OPNA,Orbic,86cec89b7a9a104499b13b16f699f68c,Orbic Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_trogdor_recovery_stable-channel_mp-v10.bin.zip,114.0.5735.339
PAZQUEL360-XHSB,Prowise,86cec89b7a9a104499b13b16f699f68c,Prowise Chromebook 360 G1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_trogdor_recovery_stable-channel_mp-v10.bin.zip,114.0.5735.339
ULTIMA,Lenovo,f22e890bfd81133ebc370776df64228e,Lenovo ThinkPad 11e 3rd Gen Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.94.0_ultima_recovery_stable-channel_mp-v2.bin.zip,96.0.4664.215
FIEVEL,AOpen,f03ec7ec42f1756e9b239db93d2e27a5,AOpen Chromebox Mini,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.79.0_veyron-fievel_recovery_stable-channel_fievel-mp.bin.zip,96.0.4664.204
TIGER,AOpen,9e9c3e4ce346812bd2ecabdd62f7ccab,AOpen Chromebase Mini,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14268.79.0_veyron-tiger_recovery_stable-channel_tiger-mp.bin.zip,96.0.4664.204
DROBIT-QSIM,Asus,8fa8728536aaac7ed3c6a2225c863502,ASUS Chromebook CX9 (CX9400),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
COLLIS-WMMD,Asus,8fa8728536aaac7ed3c6a2225c863502,ASUS Chromebook Flip CX3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
COPANO-MRFF,Asus,8fa8728536aaac7ed3c6a2225c863502,ASUS Chromebook Flip CX5 (CX5400),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
DELBIN-XHVI,Asus,8fa8728536aaac7ed3c6a2225c863502,"ASUS Chromebook Flip CX5 (CX5500), ASUS Chromebook Flip C536",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
DELBIN-NHYA,Asus,8fa8728536aaac7ed3c6a2225c863502,ASUS Chromebook Vibe CX55 Flip,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
DELBIN-NHYA,Asus,8fa8728536aaac7ed3c6a2225c863502,ASUS Chromebook Vibe CX55 Flip,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
VOLTA-OIFF,Acer,8fa8728536aaac7ed3c6a2225c863502,Acer Chromebook 514 (CB514-1W/CB514-1WT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
VOLET-XIYN,Acer,8fa8728536aaac7ed3c6a2225c863502,Acer Chromebook 515 (CB515-1W/CB515-1WT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
VOEMA-DHAS,Acer,8fa8728536aaac7ed3c6a2225c863502,Acer Chromebook Spin 514 (CP514-2H),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
VOXEL-GFMQ,Acer,8fa8728536aaac7ed3c6a2225c863502,Acer Chromebook Spin 713 (CP713-3W),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
ELEMI-NZRH,HP,8fa8728536aaac7ed3c6a2225c863502,Chromebook 14b-nb0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.76.0_volteer_recovery_stable-channel_mp-v9.bin.zip,114.0.5735.339
